WD11CD,express_coverage,superstore_coverage,extra_coverage,total_coverage,overlap_index,unique_types
E05000362,99.99999999999999,99.99999999999999,99.99999999999999,99.99999999999999,199.99999999999997,2.9999999999999996
E05000363,100.00000000000003,100.00000000000003,100.00000000000003,100.00000000000003,200.00000000000006,3.0
E05000364,100.0,100.0,100.0,100.0,200.0,3.0
E05000365,100.0,100.0,100.0,100.0,200.0,2.9999999999999996
E05000366,100.00000000000001,100.00000000000001,100.00000000000001,100.00000000000001,200.00000000000003,3.0000000000000004
E05000367,100.0,100.0,100.0,100.0,200.0,3.0
E05000368,100.00000000000001,100.00000000000001,100.00000000000001,100.00000000000001,200.00000000000003,3.0
E05000369,100.0,100.0,100.0,100.0,200.0,3.0
E05000370,100.00000000000003,100.00000000000003,100.00000000000003,100.00000000000003,200.00000000000006,3.000000000000001
E05000371,99.99999999999999,99.99999999999999,99.99999999999999,99.99999999999999,199.99999999999997,3.0
E05000372,100.00000000000001,100.00000000000001,100.00000000000001,100.00000000000001,200.00000000000003,3.0
E05000373,100.0,100.0,100.0,100.0,200.0,3.0
E05000374,99.99999999999999,99.99999999999999,99.99999999999999,99.99999999999999,199.99999999999997,2.9999999999999996
E05000375,100.0,100.0,100.0,100.0,200.0,3.0000000000000004
E05000376,100.0,100.0,100.0,100.0,200.0,3.0000000000000004
E05000377,100.00000000000001,100.00000000000001,100.00000000000001,100.00000000000001,200.00000000000003,3.0
E05000378,100.0,100.0,100.0,100.0,200.0,2.9999999999999996
E05000379,100.0,100.0,100.0,100.0,200.0,3.000000000000001
E05000380,99.99999999999999,99.99999999999999,99.99999999999999,99.99999999999999,199.99999999999997,2.9999999999999996
E05000381,99.99999999999999,99.99999999999999,99.99999999999999,99.99999999999999,199.99999999999997,2.9999999999999996
E05000382,99.99999999999999,99.99999999999999,99.99999999999999,99.99999999999999,199.99999999999997,3.0
E05000383,100.0,100.0,100.0,100.0,200.0,3.000000000000001
E05000384,100.00000000000001,100.00000000000001,100.00000000000001,100.00000000000001,200.00000000000003,3.0
E05000385,100.00000000000003,100.00000000000003,100.00000000000003,100.00000000000003,200.00000000000006,3.0000000000000004
E05000386,100.00000000000001,100.00000000000001,100.00000000000001,100.00000000000001,200.00000000000003,3.0
E05000387,100.0,100.0,100.0,100.0,200.0,3.0
E05000388,100.0,100.0,100.0,100.0,200.0,2.9999999999999996
E05000389,99.99999999999999,99.99999999999999,99.99999999999999,99.99999999999999,199.99999999999997,3.0
E05000390,99.99999999999999,99.99999999999999,99.99999999999999,99.99999999999999,199.99999999999997,3.0
E05000391,100.00000000000001,100.00000000000001,100.00000000000001,100.00000000000001,200.00000000000003,3.0000000000000004
E05000392,99.99999999999999,99.99999999999999,99.99999999999999,99.99999999999999,199.99999999999997,2.9999999999999996
E05000393,99.99999999999999,99.99999999999999,99.99999999999999,99.99999999999999,199.99999999999997,3.0
E05000394,99.99999999999999,99.99999999999999,99.99999999999999,99.99999999999999,199.99999999999997,2.9999999999999996
