"WD11CD","express_coverage","extra_coverage","superstore_coverage","total_coverage","overlap_index","unique_types"
"E05000342",85.8704994813489,0,20.4693133643441,87.4924502277327,18.8473626179604,2
"E05000343",50.0175635648978,0,0,50.0175635648978,0,1
"E05000344",45.4793928995484,95.6196457788903,0,97.3942333817343,43.7048052967043,2
"E05000345",75.3324169264628,0,60.954235769504,93.0398070426273,43.2468456533395,2
"E05000346",66.396920786979,5.33618010861315,25.3227074310485,71.8544097719413,25.2013985546994,3
"E05000347",16.5017570899112,20.5068329717594,0,30.7279256161582,6.28066444551236,2
"E05000348",81.4213842609774,0,32.7266378617247,93.2451516207745,20.9028705019276,2
"E05000349",70.7667927756277,0,0,70.7667927756277,0,1
"E05000350",86.5286066397569,1.48749001644719,13.2188423062094,86.711027575255,14.5239113871586,3
"E05000351",93.4236197712543,0,92.5594102214159,100.000000000006,85.9830299926644,2
"E05000352",28.9959838789967,0,46.4789132918535,56.083452039846,19.3914451310042,2
"E05000353",87.0745368472164,0,0.251709844288288,87.3262466915046,0,2
"E05000354",66.5157781344546,0,62.0980849922695,98.9941093925367,29.6197537341874,2
"E05000355",48.9991976709032,0,0,48.9991976709032,0,1
"E05000356",85.4206182568228,0,0,85.4206182568228,0,1
"E05000357",74.5715172750231,34.7535527180266,0,88.2063030782347,21.118766914815,2
"E05000358",99.9999999999941,0,0,99.9999999999941,0,1
"E05000359",99.9900506004736,0,3.47970421980984,99.9900506004736,3.47970421980983,2
