lsoa_code,imd_score,income,employment,education,health,crime,barriers,living_environment
E01016204,15.869,0.112,0.087,29.507,0.079,0.076,20.362,0.567
E01016209,13.386,0.115,0.091,21.866,-0.377,-1.097,24.279,2.648
E01016210,23.721,0.19,0.113,27.819,0.248,0.411,31.196,3.755
E01016213,12.08,0.099,0.065,20.786,-0.445,-0.464,27.429,3.388
E01016214,4.318,0.04,0.039,6.159,-1.223,-1.16,25.158,1.04
E01016215,22.051,0.156,0.102,36.79,0.193,-0.255,35.082,1.418
E01032725,9.152,0.086,0.038,13.764,-1.304,-1.009,33.979,2.867
E01032726,17.923,0.137,0.086,39.598,-0.079,-0.407,25.451,2.958
E01016205,13.145,0.096,0.084,20.49,-0.419,0.007,24.452,0.633
E01016217,10.906,0.097,0.076,18.423,-0.579,-0.134,14.777,8.136
E01016218,18.017,0.127,0.113,26.433,-0.011,0.207,19.277,9.613
E01016231,16.392,0.116,0.108,24.177,-0.639,0.443,23.349,2.189
E01016232,10.289,0.067,0.059,19.078,-0.616,0.074,23.747,6.988
E01016212,18.885,0.141,0.102,28.673,0.036,-0.327,30.319,2.698
E01016216,11.647,0.095,0.086,18.366,-0.166,-0.726,18.812,4.092
E01016219,6.454,0.049,0.047,15.727,-0.39,-0.642,17.22,3.52
E01016220,12.923,0.108,0.079,19.297,-0.412,-0.358,24.623,6.309
E01016221,11.375,0.066,0.06,19.061,-0.155,-0.74,26.935,14.497
E01016206,2.407,0.043,0.033,3.314,-1.334,-1.125,14.971,4.436
E01016208,3.948,0.061,0.044,3.026,-0.916,-0.978,16.128,3.537
E01016229,3.173,0.036,0.036,4.616,-0.897,-1.075,19.205,0.872
E01016230,6.36,0.018,0.019,6.088,-1.453,-0.99,37.538,5.571
E01016207,21.529,0.108,0.177,23.859,0.44,0.372,16.895,3.451
E01016234,9.032,0.038,0.032,10.881,-0.98,-1.585,37.216,20.781
E01016235,5.085,0.035,0.032,6.569,-0.781,-0.732,27.096,1.723
E01016236,13.683,0.125,0.083,27.15,-0.467,-0.811,16.997,12.25
E01016237,6.166,0.052,0.036,7.401,-1.123,-0.71,28.919,5.024
E01016192,10.706,0.091,0.07,13.273,-0.201,-0.034,11.119,13.919
E01016194,1.96,0.026,0.029,4.227,-1.526,-0.426,9.202,3.324
E01016195,10.261,0.075,0.055,14.333,-0.554,-0.16,30.069,1.338
E01016227,5.064,0.041,0.044,5.776,-0.916,-0.723,25.467,0.846
E01016228,4.044,0.043,0.041,9.566,-1.112,-0.701,17.144,1.889
E01016193,5.953,0.074,0.033,10.515,-0.913,-0.645,20.281,2.536
E01016196,7.403,0.021,0.017,14.037,-1.673,-0.921,37.746,4.116
E01016197,12.108,0.122,0.091,19.948,-0.442,-0.697,15.408,1.673
E01016198,4.521,0.049,0.033,6.248,-0.993,-0.501,18.573,7.618
E01016199,4.925,0.036,0.033,5.919,-1.225,-1.012,26.052,10.168
E01010646,4.871,0.051,0.042,1.553,-0.475,-1.703,12.843,20.173
E01010647,8.288,0.087,0.068,4.128,0.223,-1.252,6.136,8.374
E01010648,5.712,0.053,0.052,2.325,-0.252,-1.821,18.092,12.21
E01010692,5.729,0.035,0.054,0.349,-0.446,-0.442,17.333,17.3
E01010691,1.67,0.028,0.021,0.165,-0.926,-1.037,9.54,7.934
E01010693,3.529,0.025,0.026,0.476,-0.457,-1.741,23.549,3.667
E01010694,3.534,0.039,0.024,0.585,-0.851,-1.291,22.849,7.354
E01010695,9.125,0.064,0.051,1.121,0.311,-0.851,10.641,31.521
E01010696,2.517,0.025,0.033,0.28,-0.526,-1.157,7.635,11.552
E01010697,2.924,0.029,0.035,0.115,-0.753,-0.537,13.486,8.624
E01010698,8.757,0.072,0.051,3.375,-0.214,-1.077,7.084,38.832
E01010699,14.322,0.125,0.088,17.27,0.209,-0.996,14.226,17.221
E01010767,9.903,0.104,0.075,4.488,0.161,-0.973,6.247,13.497
E01010768,2.366,0.018,0.024,1.278,-0.827,-1.721,18.032,6.943
E01010769,7.45,0.063,0.058,3.045,0.021,-1.268,2.864,24.335
E01010771,2.618,0.019,0.047,1.118,-0.633,-1.309,8.606,9.441
E01010638,12.066,0.072,0.072,7.844,0.057,-0.374,23.721,23.483
E01010639,11.167,0.078,0.072,9.821,0.169,-0.47,8.415,25.895
E01010640,15.993,0.085,0.081,12.879,0.485,-0.699,8.913,47.56
E01010641,11.088,0.106,0.076,8.41,0.289,-0.982,14.478,9.059
E01010642,6.155,0.045,0.056,4.65,-0.252,-0.634,17.473,10.575
E01010643,14.456,0.082,0.082,5.274,0.414,-0.417,9.765,43.695
E01010644,12.819,0.08,0.072,7.089,0.514,-0.588,18.081,25.247
E01010645,10.942,0.054,0.106,5.226,0.386,-0.354,13.292,8.288
E01010770,3.729,0.01,0.024,0.509,-1.1,-1.039,20.261,19.198
E01010772,4.686,0.027,0.027,0.855,-0.578,-1.129,28.233,6.528
E01010773,6.612,0.062,0.047,1.239,-0.439,-0.731,15.817,23.089
E01010774,5.06,0.052,0.043,7.854,-0.391,-1.086,5.526,14.831
E01010706,7.107,0.053,0.037,3.884,-0.511,-0.337,26.881,11.202
E01010707,8.783,0.042,0.049,6.782,-0.67,0.387,20.605,22.778
E01010708,20.874,0.129,0.111,22.753,0.036,0.274,13.792,43.226
E01010709,10.904,0.068,0.058,9.784,-0.221,-0.179,27.707,15.986
E01010719,46.776,0.289,0.245,57.337,0.931,0.759,19.773,47.443
E01010727,21.999,0.105,0.108,15.105,0.272,-0.115,35.822,40.145
E01010728,42.097,0.209,0.184,51.746,1.152,1.068,18.204,56.595
E01010729,19.493,0.14,0.107,20.504,0.513,-0.303,26.248,11.454
E01010700,52.652,0.335,0.231,69.299,0.809,0.47,28.345,62.231
E01010701,62.907,0.401,0.274,75.912,1.617,-0.019,25.01,61.718
E01010702,47.013,0.258,0.206,67.922,0.955,0.327,22.956,67.417
E01010703,30.815,0.199,0.135,34.539,0.55,0.61,19.782,48.602
E01010704,24.923,0.167,0.117,26.45,0.375,0.962,13.309,29.678
E01010705,15.863,0.085,0.1,20.538,0.348,0.065,14.411,19.035
E01010710,69.544,0.384,0.318,68.149,1.544,1.375,22.036,75.816
E01010712,46.276,0.289,0.209,59.902,0.88,0.805,19.86,57.546
E01010720,50.797,0.318,0.241,69.103,1.502,0.815,20.758,27.031
E01010721,54.433,0.338,0.284,69.902,1.166,1.02,27.805,16.959
E01010723,57.1,0.311,0.247,77.501,1.353,0.811,20.318,68.57
E01010724,41.904,0.298,0.221,41.526,1.241,0.811,16.078,27.971
E01010725,31.829,0.172,0.141,35.291,1.05,0.332,11.556,56.748
E01010579,5.268,0.037,0.037,1.506,-0.358,-0.044,19.412,7.547
E01010580,3.075,0.032,0.042,1.783,-0.685,-0.738,13.392,7.078
E01010764,5.688,0.033,0.047,2.991,-0.702,-0.92,22.407,18.562
E01010765,15.624,0.126,0.107,11.791,0.103,-0.368,18.153,18.927
E01010766,2.025,0.022,0.034,1.828,-0.675,-1.163,10.899,5.179
E01010711,77.939,0.477,0.463,69.97,2.317,1.213,22.047,45.379
E01010713,50.317,0.326,0.256,50.447,1.2,1.174,28.974,24.054
E01010714,31.536,0.186,0.139,38.194,0.635,0.544,9.459,58.734
E01010716,37.616,0.22,0.167,29.361,1.079,0.906,19.836,57.438
E01010715,34.896,0.241,0.206,32.771,1.149,0.478,17.704,20.837
E01010717,29.987,0.197,0.136,38.229,0.749,0.272,11.39,47.671
E01010718,44.533,0.297,0.256,54.888,1.498,0.372,14.493,13.779
E01010726,11.429,0.064,0.076,17.956,0.205,-0.246,15.816,9.872
E01010859,9.027,0.06,0.064,11.021,-0.212,-1.104,21.556,16.207
E01010573,11.745,0.08,0.073,6.495,-0.28,0.054,26.404,14.672
E01010574,7.442,0.06,0.06,3.127,-0.072,-0.482,18.061,10.404
E01010575,10.954,0.073,0.077,9.357,0.2,-0.326,9.878,19.882
E01010577,7.458,0.038,0.04,2.554,-0.393,0.424,4.264,28.763
E01010722,43.439,0.263,0.214,50.502,0.769,1.431,25.959,27.616
E01010860,10.894,0.065,0.046,6.057,-0.184,0.313,16.222,34.756
E01010862,12.105,0.078,0.079,8.399,0.218,-0.381,21.104,16.084
E01010863,8.793,0.06,0.057,8.087,-0.005,0.069,11.336,15.229
E01010578,16.474,0.061,0.092,5.929,0.443,0.569,16.989,37.879
E01010581,14.75,0.11,0.097,17.469,-0.064,0.284,9.052,15.614
E01010582,15.731,0.079,0.08,7.868,0.219,0.324,6.52,47.801
E01010584,29.377,0.177,0.153,26.026,0.863,0.86,12.015,35.45
E01010585,19.014,0.118,0.096,9.335,0.316,0.837,8.996,35.604
E01010568,11.783,0.092,0.077,6.243,0.176,-0.55,14.632,23.814
E01010569,32.725,0.21,0.192,27.397,1.118,0.341,21.757,26.404
E01010571,28.454,0.192,0.151,22.287,0.563,0.899,23.429,24.765
E01010572,10.408,0.072,0.059,13.483,-0.13,-0.06,11.013,23.685
E01010576,6.845,0.054,0.041,3.822,-0.173,-0.153,13.806,17.565
E01010683,9.322,0.056,0.049,8.054,-0.305,0.262,13.423,27.143
E01010684,13.591,0.083,0.077,9.077,0.348,0.166,8.518,29.083
E01010685,14.618,0.052,0.065,8.794,-0.124,1.143,13.502,33.732
E01010686,9.425,0.046,0.066,12.936,-0.27,-0.124,18.693,17.562
E01010570,4.907,0.022,0.033,4.67,-0.656,-0.423,24.987,4.897
E01010583,41.294,0.28,0.258,26.378,0.979,0.711,28.114,24.398
E01010784,26.269,0.175,0.139,21.195,0.801,0.343,8.808,41.075
E01010785,15.345,0.09,0.077,1.974,0.302,0.213,7.426,48.388
E01010786,14.504,0.061,0.086,3.529,0.854,0.501,14.301,15.343
E01010790,9.618,0.046,0.062,3.527,-0.212,0.28,24.256,15.223
E01010680,54.42,0.319,0.305,48.148,1.722,1.37,19.83,16.67
E01010681,5.732,0.028,0.046,6.837,-0.313,0.038,13.869,8.656
E01010682,39.278,0.273,0.183,51.875,1.086,0.776,15.706,30.616
E01010687,6.826,0.047,0.048,4.965,-0.267,0.082,14.292,13.344
E01010688,17.926,0.093,0.078,16.512,0.061,1.011,6.39,36.682
E01010689,16.898,0.094,0.079,12.142,0.137,0.741,6.741,39.597
E01010690,15.974,0.107,0.086,7.62,0.383,0.696,12.466,20.173
E01010782,55.946,0.317,0.242,55.042,1.82,1.215,22.07,55.034
E01010787,14.924,0.097,0.089,5.414,0.079,0.673,6.131,28.646
E01010788,19.646,0.109,0.116,4.231,0.0,0.574,7.049,54.112
E01033689,36.851,0.168,0.14,44.129,1.182,0.466,18.119,71.287
E01033694,23.156,0.121,0.116,4.955,0.686,-0.043,5.927,67.415
E01010776,33.61,0.207,0.168,40.187,0.768,0.865,18.558,35.084
E01010777,65.056,0.372,0.342,62.388,1.924,1.335,20.173,33.518
E01010779,33.847,0.233,0.201,35.818,0.742,0.83,10.626,26.259
E01010781,33.981,0.233,0.156,57.71,0.485,0.709,15.071,30.439
E01010783,20.322,0.139,0.125,25.054,0.271,0.12,9.063,27.411
E01010586,5.332,0.047,0.055,2.405,-0.484,-0.283,10.8,12.153
E01010587,12.213,0.06,0.054,4.637,-0.071,0.501,27.613,22.509
E01010588,16.28,0.126,0.099,14.647,0.035,0.242,17.067,18.427
E01010589,6.255,0.039,0.051,6.255,-0.299,-0.607,11.965,20.922
E01010591,24.515,0.163,0.142,27.087,0.789,-0.333,18.894,25.009
E01010593,12.353,0.112,0.077,14.028,0.111,-0.123,5.493,12.695
E01010596,9.762,0.046,0.067,4.399,-0.046,0.073,22.877,16.239
E01010854,20.582,0.113,0.113,15.444,0.436,0.169,14.763,44.426
E01010855,17.199,0.089,0.084,9.777,0.067,0.051,26.951,40.958
E01010856,24.928,0.124,0.131,15.354,0.764,0.428,8.568,54.018
E01010857,16.001,0.082,0.068,8.98,0.148,0.439,27.653,31.703
E01010858,10.118,0.068,0.063,4.736,0.173,0.039,9.543,22.979
E01010861,8.85,0.047,0.072,13.096,-0.062,-0.702,15.67,14.471
E01010603,19.317,0.117,0.104,20.753,0.28,0.512,17.299,24.823
E01010604,17.919,0.106,0.117,21.495,0.149,0.561,6.665,19.025
E01010605,43.097,0.281,0.214,48.759,1.066,1.084,12.511,40.439
E01010775,12.845,0.076,0.074,17.485,0.192,-0.351,16.496,21.788
E01010778,37.051,0.211,0.156,48.342,0.738,0.663,26.884,51.217
E01010789,30.208,0.189,0.173,22.893,0.681,0.356,12.268,51.696
E01010791,25.134,0.191,0.168,14.478,0.521,0.408,12.625,27.218
E01010792,37.133,0.255,0.194,44.227,0.47,0.321,19.664,52.071
E01010793,30.877,0.183,0.145,22.757,0.581,0.683,16.711,60.195
E01010652,25.263,0.133,0.125,23.356,0.728,0.835,11.061,37.927
E01010653,46.469,0.313,0.235,49.559,1.001,1.43,17.943,24.182
E01010655,51.175,0.337,0.215,75.267,1.052,1.273,21.76,27.451
E01010656,20.469,0.093,0.08,22.566,0.135,1.236,7.317,37.889
E01010657,27.322,0.151,0.123,25.644,0.199,1.154,7.436,51.54
E01010649,39.065,0.219,0.16,58.554,0.89,1.569,10.63,29.965
E01010650,63.056,0.405,0.258,82.211,1.467,1.684,20.403,27.033
E01010654,62.449,0.397,0.298,60.871,1.452,1.711,20.367,31.804
E01010826,63.061,0.388,0.284,79.688,1.425,1.488,22.788,29.283
E01010597,29.715,0.176,0.15,34.053,0.637,1.135,16.827,23.737
E01010598,18.893,0.09,0.095,26.966,-0.115,0.976,12.081,27.378
E01010599,26.302,0.183,0.123,25.173,0.919,0.618,20.474,17.914
E01010600,30.343,0.188,0.158,28.989,0.275,0.702,29.651,36.222
E01010602,24.667,0.14,0.107,35.269,0.218,0.665,19.479,39.333
E01010670,29.45,0.206,0.164,17.553,0.805,0.729,11.583,38.298
E01010671,26.503,0.204,0.146,31.717,0.575,0.342,14.973,21.179
E01010673,45.705,0.311,0.241,46.668,0.638,0.063,21.173,66.334
E01010675,25.683,0.184,0.145,19.088,0.825,0.684,9.895,22.356
E01010669,24.941,0.212,0.136,34.954,0.241,0.185,14.208,20.207
E01010674,45.144,0.302,0.257,56.059,1.088,0.427,17.435,31.056
E01010677,47.312,0.357,0.239,62.665,0.865,0.261,19.006,34.986
E01010805,28.923,0.173,0.172,22.007,0.798,0.855,20.079,22.658
E01010590,14.822,0.088,0.073,8.118,0.265,0.5,21.269,22.784
E01010592,15.379,0.114,0.1,14.35,0.278,-0.179,13.054,19.6
E01010594,16.627,0.094,0.091,18.984,0.42,-0.05,17.135,26.387
E01010595,23.825,0.167,0.126,24.506,0.485,0.056,19.028,34.178
E01010601,25.446,0.13,0.109,22.591,0.556,1.075,9.953,46.115
E01010651,19.369,0.101,0.099,19.298,0.155,0.91,10.207,32.256
E01010825,27.551,0.145,0.117,35.035,0.333,1.405,15.565,29.728
E01010827,31.341,0.162,0.139,32.074,0.31,1.587,12.812,44.132
E01010804,34.668,0.251,0.199,46.4,0.813,-0.213,23.561,21.468
E01010806,39.989,0.236,0.202,35.42,0.836,1.28,25.162,38.725
E01010807,44.604,0.301,0.248,43.369,1.203,0.261,24.353,37.691
E01010808,45.659,0.288,0.212,66.562,0.929,0.247,21.748,53.442
E01010809,47.648,0.304,0.235,64.914,1.003,0.497,20.301,47.491
E01010676,51.768,0.325,0.239,71.947,0.971,0.051,24.374,60.823
E01010679,69.1,0.379,0.301,49.725,1.923,1.597,27.31,80.654
E01010824,69.802,0.385,0.341,52.675,2.265,1.123,25.854,63.033
E01010840,66.573,0.375,0.299,77.652,1.967,0.553,27.581,59.459
E01010841,58.965,0.342,0.259,71.084,1.421,0.681,27.863,62.113
E01010828,48.997,0.253,0.23,48.215,1.126,1.489,14.55,63.882
E01010829,46.742,0.282,0.228,37.972,1.148,1.167,19.353,58.249
E01010830,47.945,0.285,0.205,52.154,0.888,1.198,17.276,69.831
E01010831,53.817,0.321,0.23,54.544,1.08,0.96,28.529,73.172
E01010832,49.347,0.279,0.216,47.453,1.302,1.388,20.289,58.747
E01010672,10.781,0.059,0.076,12.197,-0.012,-0.07,10.745,22.426
E01010678,19.892,0.125,0.153,11.019,0.39,-0.231,26.823,11.058
E01010799,37.067,0.237,0.17,44.157,0.703,1.618,11.161,26.479
E01010800,67.143,0.438,0.322,76.666,1.788,1.364,19.909,13.096
E01010801,25.961,0.162,0.142,25.641,0.475,0.918,15.049,26.103
E01010802,48.09,0.289,0.254,49.429,1.308,1.579,18.668,16.936
E01010803,54.839,0.343,0.229,77.205,0.97,0.337,21.303,74.844
E01010810,32.245,0.221,0.173,45.134,0.972,-0.21,21.714,22.72
E01010811,48.479,0.298,0.227,62.97,0.797,0.567,22.252,62.759
E01010813,61.589,0.38,0.29,70.564,1.39,0.687,23.008,58.536
E01010618,53.92,0.333,0.237,65.507,1.234,1.188,20.694,49.697
E01010619,38.202,0.243,0.171,54.166,0.412,0.697,20.191,54.247
E01010625,59.36,0.397,0.291,69.651,1.581,0.552,28.198,20.257
E01010626,51.23,0.335,0.224,67.607,1.02,1.042,23.986,42.332
E01010627,49.538,0.254,0.196,51.751,1.018,1.631,23.94,68.152
E01010606,64.582,0.37,0.251,78.064,1.826,1.258,28.92,52.456
E01010607,46.308,0.299,0.211,57.477,1.069,0.032,25.947,58.512
E01010617,66.093,0.388,0.371,58.366,1.87,1.243,22.299,32.356
E01010842,66.234,0.408,0.296,70.212,1.32,1.12,34.952,49.18
E01033690,32.331,0.094,0.094,32.47,0.709,1.111,27.872,83.834
E01033691,59.945,0.309,0.246,51.098,1.622,1.896,25.513,70.818
E01033692,45.138,0.238,0.173,51.258,1.142,0.338,33.991,73.416
E01033693,64.682,0.334,0.281,58.911,1.431,1.533,34.457,72.7
E01010628,38.445,0.225,0.187,33.235,1.055,1.437,19.847,31.718
E01010629,30.13,0.175,0.15,24.102,0.717,1.204,25.363,20.743
E01010630,33.644,0.212,0.166,45.557,1.051,0.264,14.638,37.764
E01010631,51.513,0.355,0.261,57.626,1.436,0.949,22.555,14.401
E01010632,59.756,0.384,0.289,70.274,1.287,1.496,21.445,20.467
E01010658,38.4,0.274,0.201,39.316,0.627,0.703,21.329,42.606
E01010812,56.275,0.359,0.234,85.084,0.828,0.517,23.008,65.104
E01010833,56.514,0.391,0.261,53.563,1.332,0.942,26.864,43.288
E01010843,63.987,0.388,0.304,85.739,1.442,0.605,28.069,43.412
E01010620,54.975,0.324,0.232,69.439,1.269,0.624,25.142,66.889
E01010621,42.153,0.279,0.175,64.797,0.766,-0.232,22.948,58.902
E01010622,56.737,0.318,0.25,61.683,1.343,0.913,27.167,68.795
E01010623,61.561,0.385,0.285,78.372,1.011,0.606,23.328,64.364
E01010624,49.718,0.325,0.219,70.017,0.953,0.415,26.227,51.255
E01010794,28.249,0.196,0.158,30.353,0.588,0.83,18.232,15.97
E01010795,17.995,0.083,0.087,18.486,0.251,-0.086,25.147,38.931
E01010796,37.459,0.22,0.168,38.058,0.888,0.857,31.117,41.232
E01010797,15.164,0.042,0.064,14.43,-0.111,0.793,28.515,28.499
E01010798,26.432,0.187,0.142,16.231,0.617,0.473,17.616,39.706
E01010834,25.821,0.071,0.049,16.854,0.381,1.636,26.823,62.423
E01010835,30.866,0.234,0.133,44.895,0.699,-0.578,21.151,41.055
E01010836,33.711,0.187,0.092,37.806,0.732,0.886,26.594,63.333
E01010837,40.716,0.293,0.203,55.097,0.705,-0.028,21.852,46.731
E01010838,52.451,0.354,0.239,60.961,0.952,0.805,23.537,53.943
E01010839,50.702,0.316,0.211,56.369,0.92,1.265,24.672,59.277
E01010608,53.05,0.314,0.228,73.28,1.197,0.544,26.485,58.505
E01010613,52.817,0.329,0.271,45.148,1.032,0.844,20.317,67.826
E01010730,78.978,0.479,0.406,96.77,2.065,1.173,34.376,23.983
E01010734,54.702,0.343,0.215,70.956,1.017,0.855,21.781,70.957
E01010609,52.978,0.327,0.237,45.804,1.281,1.321,18.747,62.53
E01010610,70.578,0.44,0.344,82.11,1.542,1.373,28.39,21.981
E01010611,45.117,0.282,0.203,62.487,0.911,0.992,18.668,46.166
E01010614,50.866,0.336,0.223,72.019,0.684,0.788,22.428,54.753
E01010633,20.413,0.107,0.103,13.606,0.303,1.177,8.057,29.911
E01010634,16.341,0.101,0.09,12.997,0.218,0.793,6.426,21.929
E01010635,63.933,0.363,0.315,71.99,1.852,1.54,18.678,24.064
E01010636,12.899,0.085,0.077,9.046,0.192,0.325,7.687,23.314
E01010637,22.787,0.116,0.118,25.893,0.391,0.797,14.49,33.031
E01010731,47.831,0.249,0.187,35.96,1.227,2.108,29.293,55.527
E01010732,53.998,0.386,0.27,55.839,1.102,0.946,25.29,30.19
E01010733,63.02,0.419,0.306,61.706,1.752,0.632,25.878,37.999
E01010736,54.269,0.323,0.242,77.44,0.916,0.887,19.862,61.732
E01010737,64.026,0.363,0.314,75.98,1.152,1.158,27.062,54.012
E01010659,61.211,0.401,0.287,69.713,1.087,1.891,22.354,19.838
E01010662,28.143,0.164,0.125,29.057,0.208,1.577,15.302,28.159
E01010664,26.638,0.161,0.144,29.173,0.33,1.094,15.543,23.862
E01010761,27.811,0.195,0.149,30.401,0.55,0.895,9.774,24.486
E01033695,20.369,0.139,0.118,19.102,0.604,0.565,10.877,14.856
E01033696,15.76,0.094,0.096,15.676,0.251,0.344,14.69,19.531
E01033697,48.232,0.321,0.235,61.372,0.723,0.539,18.746,58.837
E01010663,63.494,0.398,0.273,58.244,1.136,1.505,19.871,73.89
E01010665,31.166,0.189,0.165,35.069,0.454,0.924,15.515,39.486
E01010666,69.789,0.412,0.319,67.249,1.791,1.543,18.938,52.907
E01010667,43.36,0.289,0.194,51.51,0.47,1.436,13.751,49.972
E01010735,75.176,0.487,0.348,96.203,1.716,1.495,26.168,23.744
E01010738,40.691,0.261,0.188,57.635,0.635,0.537,22.275,51.331
E01010739,74.245,0.451,0.315,88.283,1.572,1.803,24.704,46.235
E01010740,36.012,0.245,0.16,48.5,0.058,0.838,20.521,53.133
E01010744,45.338,0.295,0.199,59.847,0.492,0.488,23.854,66.465
E01010612,75.523,0.493,0.362,84.281,1.988,1.64,22.795,15.396
E01010819,78.996,0.524,0.38,86.845,2.315,1.365,28.585,21.972
E01010820,73.64,0.447,0.358,85.232,1.711,2.021,23.312,17.182
E01010821,57.337,0.387,0.261,68.311,1.384,1.479,22.483,11.118
E01010822,64.559,0.378,0.3,92.546,1.131,1.917,20.626,30.061
E01010615,32.802,0.173,0.14,28.583,0.526,1.002,16.776,64.228
E01010616,47.594,0.366,0.234,63.753,0.776,0.234,22.652,33.302
E01010742,46.502,0.292,0.209,61.781,0.978,0.922,24.029,44.453
E01010743,58.425,0.304,0.281,76.428,1.397,1.223,24.123,47.149
E01010847,26.798,0.147,0.126,17.461,0.408,1.366,9.274,43.026
E01010848,24.961,0.142,0.128,20.231,0.519,1.011,7.936,37.348
E01010852,35.564,0.196,0.162,35.855,0.462,1.321,16.352,54.263
E01010853,18.67,0.1,0.102,20.799,0.112,0.81,10.489,27.128
E01010668,18.211,0.123,0.119,22.895,-0.02,0.285,14.474,18.892
E01010755,56.422,0.342,0.251,66.64,1.256,1.664,18.04,41.749
E01010762,29.347,0.19,0.143,24.573,0.667,0.971,12.251,40.078
E01010763,26.531,0.129,0.141,28.932,0.571,1.131,9.527,31.32
E01010846,28.688,0.193,0.154,35.714,0.326,0.818,13.075,31.796
E01010745,49.257,0.31,0.208,49.318,0.691,1.543,24.11,59.14
E01010747,33.365,0.207,0.168,33.701,0.607,1.081,22.508,33.074
E01010748,49.912,0.33,0.217,59.255,1.175,1.367,19.899,36.264
E01010749,40.432,0.245,0.177,41.776,0.878,1.6,13.709,42.578
E01010814,45.978,0.25,0.232,40.235,1.229,1.242,14.463,57.581
E01010815,36.124,0.215,0.162,33.665,1.222,1.067,17.246,38.861
E01010816,15.597,0.076,0.085,17.744,0.001,0.676,23.754,12.662
E01010817,45.284,0.331,0.24,61.789,1.14,0.428,16.375,17.336
E01010818,18.518,0.11,0.106,18.061,0.288,0.197,21.56,24.641
E01010752,27.213,0.155,0.121,15.938,0.387,0.901,12.726,60.737
E01010753,12.04,0.078,0.094,12.986,0.12,-0.348,9.234,16.688
E01010754,15.597,0.098,0.09,12.072,0.162,0.265,14.578,29.336
E01010756,19.91,0.121,0.096,15.017,0.48,0.627,11.274,36.186
E01010758,10.508,0.062,0.071,8.876,-0.066,-0.092,22.696,12.532
E01010759,28.644,0.178,0.148,32.15,0.88,0.356,15.624,35.161
E01010760,12.441,0.083,0.076,10.186,0.1,-0.2,16.802,23.834
E01010741,24.694,0.114,0.099,24.435,0.371,1.299,9.064,44.167
E01010845,55.311,0.379,0.243,68.336,1.457,1.252,19.557,21.684
E01010849,18.698,0.11,0.124,21.1,0.39,0.115,9.395,24.278
E01010850,64.811,0.397,0.3,88.739,1.659,1.428,15.968,19.193
E01010851,18.405,0.102,0.109,19.995,0.203,0.511,11.061,28.554
E01010864,32.819,0.235,0.174,47.681,0.741,0.608,15.696,17.51
E01010867,28.564,0.229,0.153,36.218,0.706,0.578,12.517,11.297
E01010874,48.679,0.305,0.24,56.459,1.808,0.753,18.491,25.001
E01010746,19.824,0.107,0.106,23.325,0.214,0.287,26.713,21.885
E01010750,17.13,0.106,0.09,22.549,0.28,-0.182,14.591,31.578
E01010751,29.253,0.174,0.153,29.207,0.956,0.384,19.509,34.604
E01010865,20.394,0.103,0.109,26.509,0.285,0.431,22.756,24.327
E01010866,21.846,0.133,0.106,27.236,0.468,0.283,17.669,32.434
E01010868,51.763,0.348,0.26,50.88,1.078,1.407,27.373,19.942
E01010869,34.07,0.218,0.174,36.199,0.855,0.846,13.713,38.809
E01010870,16.622,0.101,0.091,13.884,0.476,-0.051,18.569,26.28
E01010871,27.896,0.156,0.137,28.118,0.397,0.828,10.35,50.956
E01010872,46.22,0.296,0.246,56.863,1.205,0.916,15.684,29.115
E01010873,19.805,0.109,0.099,24.773,0.488,0.92,5.992,16.578
E01021375,9.931,0.084,0.091,10.323,-0.632,-1.211,20.458,10.462
E01021376,7.835,0.068,0.056,9.11,-1.113,-0.623,25.346,10.195
E01021414,18.948,0.097,0.081,16.004,-0.817,-0.257,48.214,24.723
E01021430,15.481,0.108,0.097,19.0,-0.718,-0.25,26.607,21.392
E01021398,14.511,0.057,0.044,5.712,-1.685,-1.166,45.284,47.976
E01021406,15.755,0.068,0.055,12.939,-1.277,-0.726,47.199,35.221
E01021407,13.833,0.054,0.052,7.951,-1.321,-0.436,47.068,28.736
E01021382,8.982,0.047,0.041,10.795,-0.822,-0.345,31.394,17.26
E01021397,8.304,0.071,0.059,15.39,-0.796,-0.737,12.398,20.481
E01021399,18.571,0.145,0.126,32.205,0.062,-0.447,15.527,7.021
E01021400,9.237,0.08,0.066,19.39,-0.744,-1.302,18.28,11.403
E01021387,19.672,0.12,0.119,25.467,-0.145,0.514,14.589,27.248
E01021388,18.222,0.131,0.107,28.958,-0.286,0.054,20.753,18.073
E01021391,32.901,0.228,0.179,65.323,0.264,0.297,21.62,7.913
E01021392,21.962,0.143,0.115,33.992,0.07,0.898,17.904,8.072
E01021393,18.953,0.127,0.125,36.748,-0.671,0.335,18.047,9.936
E01021404,15.648,0.062,0.062,14.134,-1.476,-0.911,50.975,24.588
E01021411,10.424,0.083,0.057,6.693,-0.832,-0.268,18.037,36.079
E01021412,11.374,0.058,0.035,10.352,-1.463,-0.658,37.52,32.807
E01021413,12.964,0.066,0.069,12.993,-0.884,-1.106,37.917,24.859
E01021389,9.724,0.065,0.081,19.526,-0.989,-0.681,23.661,3.503
E01021390,7.487,0.055,0.05,19.728,-0.789,-0.684,21.777,3.915
E01021408,12.208,0.075,0.079,8.815,-0.634,-0.113,28.908,19.02
E01021409,5.394,0.043,0.04,9.502,-1.114,-1.107,19.128,17.498
