lsoa_code,imd_score,income,employment,education,health,crime,barriers,living_environment
E01031349,12.389,0.096,0.083,20.055,-0.718,0.242,10.586,15.18
E01031350,28.619,0.187,0.162,34.653,0.722,0.244,24.689,17.837
E01031351,11.713,0.065,0.066,26.334,-0.616,0.495,13.631,11.15
E01031352,16.446,0.117,0.113,25.779,-0.234,0.026,17.803,10.677
E01031370,18.265,0.102,0.115,32.056,0.082,0.182,15.482,15.378
E01031374,12.529,0.072,0.084,14.261,-0.183,0.128,15.696,22.053
E01031338,7.031,0.063,0.062,8.597,-0.241,-0.565,8.463,11.207
E01031339,6.791,0.072,0.054,3.882,-0.472,-1.473,19.94,13.118
E01031340,7.345,0.036,0.041,13.214,-0.675,0.334,16.057,12.964
E01031365,15.282,0.129,0.1,11.72,-0.016,0.268,10.279,17.965
E01031367,3.289,0.026,0.029,2.597,-0.757,-0.223,8.961,11.194
E01031345,14.333,0.071,0.064,31.559,0.06,-0.509,25.475,16.375
E01031353,7.946,0.02,0.031,18.324,-0.921,-0.94,32.927,9.529
E01031354,11.101,0.081,0.077,22.338,-0.555,-0.189,14.211,11.925
E01031355,18.157,0.108,0.112,36.243,0.119,-0.381,13.048,19.909
E01031359,15.115,0.103,0.085,24.848,-0.066,0.233,7.971,20.766
E01031347,30.131,0.232,0.156,40.708,0.467,0.392,19.771,24.123
E01031348,36.27,0.24,0.172,47.118,0.733,0.725,26.891,29.035
E01031366,29.596,0.181,0.152,46.601,0.658,0.622,18.737,19.977
E01031371,35.208,0.226,0.187,55.922,0.812,0.393,23.259,16.407
E01031372,29.9,0.202,0.193,42.734,0.61,0.035,20.084,13.219
E01031373,19.918,0.165,0.116,19.651,-0.014,0.071,18.098,26.216
E01031375,13.028,0.092,0.073,13.974,-0.041,0.419,11.723,18.303
E01031356,8.398,0.069,0.05,10.384,-0.917,-0.208,24.085,12.298
E01031357,11.043,0.078,0.072,15.371,-0.556,-0.172,19.122,18.965
E01031364,25.208,0.164,0.147,18.717,0.459,0.366,14.143,42.799
E01031368,11.945,0.092,0.081,16.121,-0.093,-0.688,17.636,14.834
E01031369,10.22,0.076,0.077,8.484,-0.464,-0.306,12.004,26.447
E01031344,24.183,0.141,0.154,38.38,0.408,-0.459,25.019,15.169
E01031346,10.397,0.079,0.08,19.289,-0.418,-0.808,13.215,14.114
E01031361,33.917,0.225,0.19,59.405,0.507,-0.304,20.938,27.494
E01031362,14.883,0.093,0.078,24.443,-0.067,0.283,20.974,11.821
E01031363,14.345,0.093,0.096,30.466,-0.103,-0.74,17.445,10.028
E01031358,31.074,0.243,0.162,46.06,0.721,-0.802,22.349,24.113
E01031360,27.37,0.193,0.162,40.105,0.192,0.411,15.418,24.513
E01031376,17.873,0.11,0.094,28.266,-0.139,-0.182,25.546,22.921
E01031378,20.252,0.128,0.084,41.344,0.16,0.233,17.159,24.347
E01031341,39.348,0.261,0.2,63.144,0.909,0.135,20.467,29.313
E01031342,16.938,0.103,0.072,36.681,0.006,-0.355,23.432,20.814
E01031343,15.251,0.084,0.087,28.96,-0.032,0.316,9.291,19.077
E01031377,25.042,0.187,0.124,36.635,0.537,-0.62,18.118,32.234
E01031379,11.633,0.084,0.078,21.017,-0.077,-1.035,13.533,16.668
E01019126,27.01,0.203,0.171,32.13,0.643,-0.112,8.624,24.833
E01019127,18.144,0.101,0.105,18.657,0.011,-0.561,29.078,30.607
E01019132,19.113,0.08,0.074,15.505,-0.465,-1.227,36.78,59.229
E01019134,12.95,0.101,0.102,21.082,0.094,-1.444,12.585,5.717
E01019135,29.366,0.197,0.171,47.853,0.603,0.109,22.717,9.019
E01019136,12.266,0.087,0.086,18.367,-0.103,-1.039,13.283,21.597
E01019137,24.635,0.162,0.156,19.672,0.64,-0.189,3.092,42.618
E01019083,15.426,0.049,0.04,7.633,-0.84,-1.843,38.426,63.628
E01019107,21.119,0.078,0.097,18.249,-0.49,-1.69,42.422,54.132
E01019130,15.436,0.067,0.063,10.082,-0.643,-1.123,43.453,38.031
E01019131,15.298,0.038,0.045,7.03,-0.74,-1.685,41.128,60.208
E01019081,30.225,0.212,0.18,43.959,0.586,-0.073,24.902,12.532
E01019082,17.086,0.101,0.093,27.463,0.155,0.067,5.096,30.629
E01019102,22.446,0.117,0.108,19.764,-0.131,-0.567,33.458,51.463
E01019128,20.22,0.084,0.106,22.946,-0.103,-1.043,34.225,43.995
E01019133,14.385,0.072,0.067,12.596,-0.657,-1.439,28.873,49.783
E01019093,13.667,0.076,0.094,21.885,-0.216,-1.282,19.231,26.622
E01019094,21.439,0.143,0.129,17.54,0.343,-0.683,33.349,17.901
E01019096,14.494,0.11,0.115,18.86,-0.204,0.313,6.566,4.552
E01019114,26.958,0.131,0.139,18.941,0.548,1.326,5.19,40.653
E01019115,35.114,0.187,0.212,38.509,0.837,1.228,14.135,20.848
E01019095,49.938,0.298,0.27,70.813,1.402,0.966,13.021,15.503
E01019097,61.34,0.418,0.36,67.299,1.434,1.02,11.788,4.606
E01019098,23.552,0.149,0.132,38.596,0.331,0.389,9.876,24.113
E01019099,30.303,0.195,0.168,45.062,0.544,0.5,5.919,33.982
E01019084,15.062,0.125,0.117,14.192,0.132,-1.474,16.175,14.392
E01019085,7.975,0.051,0.063,2.729,-0.511,-1.122,29.442,12.808
E01019086,9.714,0.034,0.023,2.468,-0.882,-2.138,39.215,34.299
E01019088,15.628,0.119,0.106,4.99,0.52,-0.195,4.686,25.844
E01019091,11.755,0.041,0.048,2.983,-0.812,-2.04,44.484,31.773
E01019078,5.343,0.042,0.06,1.446,-0.742,-1.338,23.636,8.225
E01019079,8.299,0.063,0.077,12.737,-0.216,-0.761,15.992,2.086
E01019080,25.313,0.193,0.155,39.522,0.442,-0.132,9.704,17.955
E01019087,3.227,0.034,0.045,3.104,-0.373,-1.458,9.892,6.413
E01019090,16.795,0.035,0.034,2.794,-0.998,-1.607,49.529,63.387
E01019116,35.269,0.157,0.181,25.512,0.943,1.411,5.669,53.269
E01019118,22.342,0.108,0.128,25.883,0.221,0.461,1.743,46.412
E01019122,47.169,0.297,0.269,54.176,1.365,0.677,28.128,8.456
E01019123,18.916,0.144,0.127,33.078,0.511,-1.14,8.671,5.779
E01019124,5.735,0.034,0.063,6.788,-0.036,-1.047,14.835,2.253
E01019125,11.504,0.059,0.101,10.648,0.004,-0.572,14.636,20.054
E01019111,49.258,0.276,0.244,66.569,1.162,1.309,21.454,28.52
E01019112,50.637,0.302,0.291,75.05,1.546,0.22,16.207,12.169
E01019113,60.51,0.383,0.313,69.911,2.038,0.809,19.15,9.127
E01019120,24.943,0.124,0.12,24.956,0.453,0.903,2.058,47.405
E01019121,45.432,0.248,0.253,38.357,1.513,0.8,4.773,54.479
E01019108,37.62,0.223,0.209,53.586,1.132,0.985,11.838,10.31
E01019109,35.413,0.26,0.187,47.447,0.921,0.689,11.922,18.279
E01019110,40.986,0.258,0.272,41.998,1.341,0.216,24.506,2.083
E01019117,12.022,0.067,0.073,10.974,0.045,0.5,5.48,21.946
E01019119,9.156,0.061,0.065,9.693,0.295,-0.391,13.108,8.383
E01019089,26.812,0.171,0.152,50.084,0.606,-1.197,24.912,12.067
E01019100,15.318,0.081,0.102,15.014,0.361,-0.209,12.941,27.335
E01019101,10.627,0.031,0.065,5.955,0.026,-0.454,36.152,7.952
E01019129,11.467,0.048,0.07,6.549,0.273,-0.159,32.084,3.879
E01019092,11.307,0.027,0.027,13.084,-0.844,-2.689,35.689,42.675
E01019103,10.337,0.081,0.072,21.205,-0.208,-1.231,9.981,15.517
E01019104,12.543,0.124,0.08,14.622,-0.028,-0.495,9.27,14.969
E01019105,9.32,0.048,0.045,12.425,-0.212,-0.645,2.323,41.786
E01019106,9.223,0.03,0.034,10.768,-0.863,-0.946,34.824,26.187
E01019400,32.283,0.23,0.199,49.578,0.812,-0.893,11.954,24.703
E01019401,29.435,0.202,0.184,37.708,0.636,0.249,10.183,25.796
E01019402,19.352,0.135,0.138,31.351,0.229,-0.266,10.474,10.35
E01019404,27.405,0.143,0.183,35.299,0.501,0.337,8.539,35.832
E01019406,10.515,0.079,0.063,5.327,-0.479,-1.343,29.501,22.403
E01019423,10.357,0.058,0.055,5.498,-0.698,-1.046,13.651,53.684
E01019424,12.945,0.117,0.106,13.263,0.157,-1.501,6.366,10.692
E01019477,13.127,0.082,0.079,10.425,-0.25,-1.094,29.875,24.655
E01019403,37.448,0.243,0.196,61.706,1.237,-0.227,14.024,22.593
E01019444,63.563,0.42,0.317,80.163,1.324,1.334,17.168,14.198
E01019468,30.852,0.21,0.172,55.484,0.282,0.164,17.158,25.084
E01019469,39.511,0.277,0.193,77.127,0.987,0.087,11.659,13.526
E01019471,37.744,0.248,0.207,65.818,0.952,-0.17,10.495,25.753
E01019443,12.152,0.081,0.095,16.014,-0.064,-0.109,5.198,14.859
E01019470,20.663,0.142,0.122,33.62,0.006,0.327,6.452,23.47
E01019473,5.54,0.027,0.047,6.763,-0.683,-1.437,28.441,2.974
E01019474,6.921,0.05,0.053,8.407,-0.524,-0.952,24.094,9.603
E01019475,17.201,0.16,0.11,19.837,0.047,-0.412,4.441,22.015
E01019476,9.019,0.058,0.081,5.066,-0.214,-0.401,20.893,9.852
E01019420,28.002,0.2,0.175,29.949,0.525,0.346,7.676,31.126
E01019442,20.262,0.135,0.121,38.189,-0.165,0.362,10.226,18.252
E01019445,17.332,0.12,0.108,26.521,-0.188,0.387,5.275,20.627
E01019455,23.338,0.122,0.105,24.967,0.199,0.718,18.351,45.888
E01019456,19.818,0.15,0.112,26.554,0.196,0.132,12.715,22.896
E01019457,12.653,0.076,0.092,22.217,-0.442,0.287,12.611,10.432
E01019429,12.871,0.069,0.066,16.653,-0.503,-1.014,29.304,31.932
E01019454,9.301,0.084,0.079,9.319,-0.08,-0.756,8.359,11.292
E01019460,12.628,0.084,0.079,16.206,-0.275,-0.738,22.421,23.767
E01019461,18.096,0.114,0.111,24.625,0.528,-0.377,7.64,23.506
E01019462,5.744,0.05,0.052,15.223,-0.379,-1.316,10.42,6.229
E01019405,14.507,0.048,0.045,6.416,-1.005,-1.225,44.621,48.848
E01019414,10.96,0.059,0.081,7.346,-0.479,-0.618,30.649,15.661
E01019428,17.957,0.127,0.121,20.691,0.035,-1.138,28.136,12.475
E01019430,8.284,0.058,0.055,13.168,-0.967,-1.702,26.082,16.766
E01019421,16.268,0.13,0.104,32.027,-0.126,-0.557,12.636,12.176
E01019422,11.218,0.083,0.084,16.004,-0.536,-0.54,19.631,14.195
E01019432,18.573,0.162,0.13,28.369,-0.08,-0.943,15.675,12.238
E01019458,23.176,0.156,0.124,23.629,0.144,0.478,7.959,43.252
E01019459,33.035,0.262,0.204,43.332,0.689,0.055,13.538,16.757
E01019463,42.445,0.332,0.247,62.128,1.027,-0.258,13.089,6.998
E01019408,15.097,0.093,0.088,20.914,0.063,-0.339,17.234,26.552
E01019409,6.399,0.055,0.079,8.59,-0.5,-1.487,8.893,8.215
E01019412,5.693,0.05,0.055,6.63,-0.901,-0.43,19.967,5.827
E01019413,5.086,0.043,0.049,8.632,-0.892,-1.201,22.363,4.702
E01019416,7.967,0.059,0.058,14.531,-0.553,-0.565,14.481,16.554
E01019407,20.347,0.12,0.12,10.282,0.061,0.322,8.694,52.468
E01019415,12.661,0.091,0.083,9.543,-0.206,-0.279,14.408,30.895
E01019417,23.711,0.183,0.116,39.862,0.188,-0.092,18.52,25.455
E01019419,13.622,0.072,0.071,9.589,-0.39,-0.593,25.393,43.769
E01019410,8.768,0.065,0.049,9.719,-0.605,-0.724,28.422,13.39
E01019411,14.036,0.1,0.093,20.386,0.115,-0.41,18.538,8.647
E01019418,13.202,0.104,0.077,22.941,-0.407,-0.402,22.182,11.641
E01019447,6.84,0.063,0.06,7.384,-0.62,-1.039,10.716,21.322
E01019449,8.705,0.064,0.061,9.984,-0.626,-0.901,24.77,15.165
E01019431,24.412,0.172,0.142,43.0,0.24,0.079,13.265,19.247
E01019433,21.51,0.147,0.125,35.138,-0.206,0.125,9.829,34.012
E01019438,21.251,0.134,0.122,26.537,0.04,0.622,13.703,27.1
E01019451,18.027,0.128,0.109,21.974,0.083,0.269,15.183,19.051
E01019464,6.2,0.048,0.058,10.481,-0.612,-0.91,17.651,9.322
E01019434,17.375,0.119,0.111,30.23,0.259,-0.211,8.41,13.091
E01019435,13.44,0.105,0.102,19.869,-0.333,0.057,11.911,7.665
E01019436,20.094,0.131,0.117,28.54,0.138,0.419,5.225,25.907
E01019439,17.986,0.131,0.127,24.064,0.163,-0.2,7.0,17.944
E01019440,18.939,0.12,0.121,17.124,-0.251,0.928,7.196,23.749
E01019446,7.796,0.068,0.057,11.479,0.023,-1.357,14.052,8.776
E01019448,12.887,0.073,0.087,15.297,-0.051,-0.876,25.602,17.329
E01019450,24.65,0.211,0.152,31.457,0.747,-0.839,10.458,12.403
E01019465,15.915,0.141,0.118,20.666,0.257,-1.483,7.777,10.032
E01019467,7.582,0.054,0.054,7.776,-0.815,-0.484,15.293,27.84
E01019425,1.824,0.04,0.038,0.823,-1.034,-1.36,6.587,6.263
E01019426,8.75,0.077,0.077,1.583,-0.195,-0.491,15.088,14.234
E01019427,3.189,0.043,0.044,0.693,-1.372,-0.957,7.155,17.482
E01019472,11.098,0.047,0.065,2.696,-0.682,-0.569,34.222,31.875
E01019437,27.812,0.198,0.194,47.208,0.255,-0.576,17.595,12.027
E01019441,38.359,0.253,0.222,49.192,0.648,0.819,9.124,34.675
E01019452,45.584,0.309,0.266,62.874,1.387,0.162,10.075,13.117
E01019453,35.607,0.244,0.183,55.135,0.729,0.569,7.535,32.329
E01032613,22.79,0.135,0.14,20.609,0.131,0.394,27.909,22.954
E01031390,15.577,0.111,0.096,23.857,-0.037,-0.318,21.147,12.215
E01031391,6.839,0.053,0.047,7.706,-0.637,-0.408,19.437,15.891
E01031392,16.61,0.063,0.055,7.574,-0.536,-0.19,49.762,32.859
E01031465,15.067,0.057,0.061,12.763,-0.434,-0.138,43.293,25.416
E01031386,24.118,0.125,0.115,34.339,-0.003,0.435,36.043,20.724
E01031387,12.559,0.113,0.09,16.271,-0.507,0.166,15.011,5.254
E01031425,4.296,0.055,0.046,8.038,-0.798,-0.894,10.23,7.006
E01031426,19.856,0.116,0.085,16.646,-0.158,-0.312,38.087,36.494
E01031393,7.826,0.076,0.057,8.931,-0.551,-0.124,15.125,9.429
E01031394,17.794,0.147,0.118,25.527,0.039,-0.63,20.568,8.421
E01031395,5.836,0.059,0.058,8.467,-0.453,-1.134,13.272,7.845
E01031396,11.257,0.084,0.064,14.08,-0.175,-0.704,24.657,14.462
E01031397,9.281,0.06,0.056,12.216,-0.528,-0.33,24.604,15.415
E01031466,9.185,0.084,0.086,7.747,-0.409,-1.453,19.093,7.692
E01031427,49.075,0.306,0.234,66.953,1.299,0.868,25.851,24.806
E01031429,46.681,0.333,0.233,77.205,0.78,0.062,30.802,10.47
E01031430,31.183,0.19,0.159,54.512,0.212,0.958,16.308,21.91
E01031467,18.443,0.124,0.112,31.755,0.137,-0.059,22.326,3.651
E01031468,14.623,0.114,0.084,24.397,-0.264,-0.065,22.415,7.289
E01031388,11.188,0.08,0.071,13.532,-0.6,0.029,25.8,8.214
E01031389,4.62,0.028,0.042,9.73,-0.984,-0.444,20.379,3.23
E01031414,13.786,0.1,0.096,26.576,-0.129,-0.49,15.616,7.056
E01031415,19.99,0.157,0.128,29.495,0.479,-0.333,14.717,4.499
E01031459,28.268,0.197,0.162,49.622,0.749,-0.131,13.639,11.113
E01031470,18.241,0.092,0.077,24.3,0.099,-0.837,43.351,11.47
E01031471,11.439,0.094,0.081,15.114,0.085,-0.752,18.728,3.328
E01031472,14.981,0.11,0.088,13.996,0.199,-0.124,19.725,17.723
E01031473,24.643,0.206,0.14,46.785,0.499,-0.98,16.853,3.648
E01031407,11.767,0.082,0.079,16.909,-0.133,-0.763,25.501,5.244
E01031408,14.609,0.102,0.084,16.809,-0.362,-0.398,33.744,6.927
E01031410,17.982,0.121,0.092,25.919,-0.077,-0.364,30.479,16.01
E01031462,11.175,0.095,0.07,22.632,-0.22,-0.927,16.392,9.452
E01031463,6.023,0.06,0.055,12.979,-0.512,-0.721,11.379,3.094
E01031464,14.451,0.118,0.097,21.71,0.01,-0.464,11.904,12.446
E01031412,4.571,0.029,0.054,3.48,-0.759,-1.272,24.029,2.475
E01031422,7.262,0.046,0.069,16.516,-0.622,-1.427,20.198,4.722
E01031423,11.907,0.088,0.09,19.123,-0.164,-0.603,18.322,6.014
E01031424,4.919,0.047,0.061,8.433,-0.325,-1.043,6.73,2.933
E01031398,12.073,0.072,0.08,22.287,-0.424,-0.087,21.76,9.115
E01031399,10.816,0.079,0.077,24.358,-0.456,-0.365,17.9,1.951
E01031409,27.824,0.195,0.139,47.253,0.159,0.614,23.037,14.151
E01031455,26.522,0.167,0.147,30.317,0.651,0.557,20.301,20.577
E01031461,7.637,0.07,0.067,13.138,-0.618,-1.443,20.337,3.412
E01031469,22.206,0.135,0.12,37.976,0.269,0.566,11.591,18.931
E01031411,10.161,0.069,0.088,12.024,-0.299,-0.374,20.965,4.01
E01031413,8.041,0.081,0.062,12.816,-0.317,-0.678,12.776,6.367
E01031457,10.895,0.101,0.09,8.844,-0.265,-0.224,10.624,11.15
E01031458,5.897,0.038,0.07,5.658,-0.369,-0.596,17.123,1.516
E01031460,13.686,0.085,0.11,11.505,-0.009,-1.081,27.907,7.524
E01031400,30.804,0.158,0.152,31.498,0.667,0.676,23.568,46.602
E01031428,25.204,0.154,0.105,28.271,0.176,1.046,18.113,37.483
E01031454,45.536,0.245,0.204,46.912,0.876,1.516,29.01,48.444
E01031456,43.287,0.243,0.22,31.087,1.249,0.684,26.579,58.594
E01031401,20.533,0.158,0.111,30.225,-0.001,0.414,20.044,11.393
E01031402,14.01,0.075,0.086,24.144,-0.047,-0.081,24.672,7.256
E01031403,19.423,0.156,0.102,35.355,0.178,-0.349,17.461,13.513
E01031405,12.2,0.096,0.063,28.839,-0.099,-0.165,12.279,7.191
E01031406,12.818,0.089,0.06,33.384,-0.455,-0.205,22.673,6.603
E01031417,12.2,0.108,0.074,20.036,-0.47,-0.684,25.305,3.655
E01031438,11.287,0.096,0.09,15.666,-0.378,-0.927,20.306,5.702
E01031439,9.138,0.087,0.089,11.675,-0.46,-0.942,13.967,4.207
E01031440,15.033,0.085,0.12,14.883,0.057,-0.495,26.57,6.021
E01031404,45.137,0.317,0.206,72.934,1.282,-0.058,28.953,9.239
E01031433,25.961,0.175,0.138,34.101,0.497,0.3,30.157,6.261
E01031434,22.464,0.149,0.11,31.821,0.545,-0.334,21.737,27.773
E01031441,27.5,0.193,0.135,51.526,0.566,0.089,17.542,16.101
E01031442,19.247,0.144,0.11,30.774,0.038,-0.073,17.366,18.565
E01031416,6.012,0.038,0.071,8.086,-0.479,-0.901,18.721,2.02
E01031418,8.877,0.083,0.075,12.12,-0.233,-0.74,14.674,4.082
E01031419,14.918,0.099,0.088,16.111,-0.207,0.748,13.565,14.129
E01031420,9.258,0.07,0.073,12.782,-0.043,-0.484,16.336,4.441
E01031421,12.463,0.106,0.103,16.193,-0.333,-0.609,18.207,4.591
E01031443,26.251,0.151,0.14,49.821,0.369,0.568,18.249,13.726
E01031444,31.051,0.177,0.15,43.222,0.656,0.658,23.745,31.384
E01031450,38.625,0.27,0.183,64.361,0.87,0.436,23.038,15.902
E01031451,31.688,0.229,0.159,56.982,0.694,0.22,21.127,7.629
E01031452,15.818,0.106,0.099,18.275,0.048,0.367,16.149,13.376
E01031431,18.912,0.084,0.044,27.822,0.117,0.94,31.653,21.442
E01031432,37.309,0.193,0.167,60.615,0.757,0.949,23.063,35.656
E01031435,24.264,0.148,0.128,19.696,0.976,0.305,21.044,22.23
E01031436,44.101,0.245,0.225,53.919,1.038,1.132,23.016,36.22
E01031437,34.292,0.158,0.149,29.256,1.061,1.115,21.689,50.649
E01031453,26.147,0.186,0.14,30.957,0.648,0.129,22.339,20.889
E01031380,5.43,0.038,0.039,6.743,-0.683,-1.148,27.842,2.274
E01031381,11.453,0.077,0.074,12.361,0.023,-0.102,24.348,3.032
E01031382,10.799,0.067,0.087,23.816,-0.296,-0.365,15.337,2.275
E01031383,5.087,0.044,0.052,4.625,-0.399,-0.954,20.516,1.449
E01031384,6.829,0.065,0.066,11.445,-0.452,-1.446,16.234,2.999
E01031385,18.337,0.143,0.12,36.796,0.16,-1.023,14.909,4.852
E01031445,15.431,0.11,0.097,30.782,0.032,-0.858,20.418,6.045
E01031446,7.48,0.072,0.053,16.161,-0.151,-1.762,14.62,2.489
E01031447,13.573,0.075,0.098,27.128,-0.238,-0.676,24.936,2.324
E01031448,16.362,0.084,0.089,27.846,0.208,-0.375,28.793,8.791
E01031449,14.717,0.12,0.097,27.683,-0.16,-0.657,15.811,8.927
E01027979,16.278,0.093,0.12,24.852,-0.015,0.265,6.766,14.35
E01027980,38.58,0.275,0.227,58.419,0.822,0.307,18.758,10.125
E01027981,22.281,0.115,0.124,21.284,-0.015,0.808,29.123,21.092
E01027983,39.024,0.277,0.207,54.584,0.786,0.684,8.99,31.588
E01027970,14.248,0.089,0.102,22.94,-0.008,-0.106,9.555,14.784
E01027971,14.646,0.068,0.117,19.613,0.128,-1.038,25.444,9.266
E01027982,21.974,0.136,0.155,27.64,0.669,-0.088,8.125,14.703
E01027984,12.153,0.087,0.096,12.711,-0.08,-0.121,10.607,14.004
E01027966,49.0,0.293,0.301,54.655,2.042,0.214,12.251,6.034
E01027986,38.817,0.236,0.232,52.54,1.354,0.32,10.557,17.44
E01027987,36.17,0.281,0.203,60.847,0.621,0.063,12.191,16.397
E01027990,13.455,0.092,0.099,23.579,0.063,-1.03,7.121,15.987
E01027967,34.122,0.203,0.192,39.934,0.943,0.803,8.847,32.667
E01027972,17.831,0.135,0.119,23.351,0.144,-0.221,16.271,13.112
E01027977,30.392,0.187,0.172,36.284,0.786,0.943,11.096,19.725
E01027978,50.859,0.329,0.249,62.955,0.976,1.504,11.591,31.214
E01027985,22.554,0.15,0.136,29.64,0.739,-0.172,14.877,15.257
E01027964,33.56,0.205,0.218,47.435,0.974,-0.066,17.679,15.212
E01027965,49.227,0.322,0.232,67.051,1.547,0.974,14.393,18.402
E01027968,52.323,0.328,0.305,42.39,1.449,1.301,16.69,21.607
E01027974,63.816,0.422,0.324,84.928,1.441,0.761,22.508,16.796
E01027976,40.892,0.246,0.233,49.577,1.2,0.876,17.188,20.47
E01027969,24.77,0.152,0.154,42.181,0.574,-0.175,8.022,22.222
E01027975,20.901,0.168,0.129,26.308,0.459,-0.397,11.314,18.702
E01027988,13.842,0.096,0.099,21.383,0.02,-0.591,6.995,19.294
E01027989,16.525,0.102,0.134,23.077,0.124,-0.247,11.023,11.328
E01027991,28.313,0.183,0.186,42.602,0.469,0.544,8.827,13.016
E01027992,6.2,0.041,0.056,9.951,-0.638,-0.132,15.34,8.142
E01027949,17.461,0.103,0.1,22.504,0.241,0.414,4.427,25.597
E01027951,57.143,0.389,0.306,85.473,1.099,0.8,15.942,6.841
E01027953,19.216,0.118,0.16,18.965,0.268,0.336,10.562,7.737
E01027954,33.05,0.21,0.191,40.026,1.187,0.152,19.31,17.557
E01027973,10.321,0.046,0.074,10.145,-0.468,-0.489,31.871,10.478
E01027952,41.836,0.272,0.217,59.129,1.246,0.734,12.811,21.534
E01027955,30.897,0.195,0.187,46.576,0.613,0.543,5.699,23.658
E01027956,49.122,0.351,0.258,64.459,1.392,0.595,16.161,8.474
E01027958,38.373,0.294,0.211,52.837,0.952,0.594,10.99,11.967
E01027947,17.589,0.132,0.127,19.041,0.145,-0.239,18.972,10.435
E01027948,16.606,0.114,0.127,17.905,-0.046,0.302,9.968,13.517
E01027950,23.385,0.133,0.151,27.086,0.358,0.718,17.493,14.087
E01027957,26.096,0.188,0.155,42.137,0.359,0.371,15.043,10.64
E01027959,9.023,0.048,0.069,9.738,-0.234,-0.463,22.573,13.908
E01027995,11.631,0.072,0.092,23.061,0.161,-1.015,7.103,8.131
E01027996,26.256,0.193,0.162,42.268,0.535,0.223,8.598,9.569
E01027997,16.413,0.093,0.108,24.426,-0.05,0.167,18.308,15.727
E01027998,18.843,0.129,0.13,27.38,0.268,-0.134,5.856,16.925
E01027960,26.613,0.182,0.196,22.635,0.615,0.328,12.391,16.719
E01027961,11.245,0.075,0.079,18.976,-0.22,-0.033,11.524,12.904
E01027962,15.697,0.113,0.114,24.893,0.042,-0.627,13.32,12.582
E01027963,23.244,0.183,0.137,37.189,0.648,-0.131,8.353,6.685
E01027945,19.862,0.134,0.133,26.153,0.41,0.099,2.876,16.637
E01027946,18.444,0.144,0.11,34.99,0.031,-0.138,15.204,8.609
E01027993,9.778,0.063,0.075,15.33,-0.297,-0.274,14.92,13.393
E01027994,14.183,0.112,0.11,22.886,-0.167,-0.948,16.097,8.05
E01027929,22.851,0.152,0.107,23.177,0.356,1.046,21.313,12.283
E01027931,30.281,0.216,0.195,31.617,0.737,0.497,19.165,9.69
E01027934,6.951,0.058,0.061,8.951,-0.29,-0.533,13.65,8.844
E01027935,25.072,0.167,0.123,38.199,0.625,-0.289,26.639,17.718
E01027936,6.845,0.056,0.081,9.366,-0.287,-1.107,3.194,6.337
E01027927,28.532,0.201,0.185,38.163,0.723,0.217,10.187,12.918
E01027928,25.435,0.159,0.153,28.248,0.221,0.338,6.642,43.823
E01027932,20.469,0.134,0.121,32.032,-0.234,0.557,7.973,25.978
E01027933,24.367,0.154,0.131,28.965,0.263,0.603,6.863,38.704
E01027937,38.329,0.272,0.212,49.232,0.974,0.141,14.192,34.384
E01027925,15.506,0.111,0.102,20.752,-0.024,0.206,8.039,16.695
E01027938,8.677,0.045,0.057,15.621,-0.151,-1.834,25.915,8.651
E01027940,9.731,0.071,0.075,21.255,-0.268,-0.962,15.022,6.953
E01027943,20.926,0.126,0.113,44.229,0.129,-0.198,12.965,25.287
E01027944,10.161,0.063,0.088,17.915,-0.088,-0.682,10.284,10.589
E01027926,14.425,0.073,0.118,21.486,0.024,-0.197,11.575,15.266
E01027930,47.9,0.291,0.259,65.66,1.164,1.315,11.545,11.658
E01027939,49.565,0.316,0.261,86.285,1.046,0.341,23.181,12.735
E01027941,21.17,0.133,0.141,29.763,0.238,-0.631,27.125,10.45
E01027942,41.107,0.285,0.232,71.098,0.689,-0.112,21.989,14.284
E01023987,15.727,0.108,0.068,17.622,-0.66,-0.188,41.344,8.462
E01023988,15.904,0.074,0.059,6.683,-0.843,-0.266,50.652,23.765
E01024040,16.814,0.143,0.097,19.016,0.152,0.383,16.175,5.712
E01024041,7.894,0.046,0.039,1.699,-1.218,-0.024,29.239,22.124
E01032810,24.845,0.203,0.146,30.955,0.487,0.18,21.083,4.611
E01032812,8.961,0.031,0.04,5.286,-1.516,0.624,28.79,17.374
E01023985,15.58,0.083,0.076,12.607,-0.627,-0.007,40.478,18.498
E01023986,16.81,0.146,0.118,24.214,-0.607,0.061,11.774,14.958
E01023989,8.613,0.046,0.039,6.072,-1.138,-0.492,33.958,20.449
E01023990,34.272,0.182,0.171,31.945,0.319,0.571,51.967,16.268
E01024033,20.276,0.095,0.08,15.482,-1.03,1.015,38.548,29.434
E01024035,12.689,0.062,0.06,6.979,-1.17,-0.138,35.864,33.482
E01023983,9.063,0.065,0.064,14.228,-0.49,0.211,12.224,10.052
E01023999,6.233,0.058,0.059,8.105,-1.093,0.149,9.312,7.409
E01032811,11.171,0.089,0.079,12.66,-0.551,-0.733,28.0,5.643
E01032822,11.201,0.093,0.077,9.454,-0.589,0.209,22.634,6.731
E01023980,16.161,0.138,0.095,29.139,-0.368,0.329,14.598,3.392
E01023981,24.335,0.163,0.167,23.031,-0.061,0.399,32.663,4.05
